Assembly,Filename,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,Reference length,GC (%),Reference GC (%),N50.x,NG50,N75,NG75,L50,LG50,L75,LG75,# misassemblies,# misassembled contigs,Misassembled contigs length,# local misassemblies,# scaffold gap ext. mis.,# scaffold gap loc. mis.,# unaligned mis. contigs,# unaligned contigs,Unaligned length,Genome fraction (%),Duplication ratio,# N's per 100 kbp,# mismatches per 100 kbp,# indels per 100 kbp,Largest alignment,Total aligned length,NA50,NGA50,NA75,NGA75,LA50,LGA50,LA75,LGA75,Source Host,Source Context,Uberstrain,Name,Data.Source.Accession.No..Sequencing.Platform.Sequencing.Library.Insert.Size.Experiment.Bases.Average.Length.Status.,Sequencing Platform(s),Barcode,Source Details,Collection.Year,Collection.Month,Collection.Day,Continent,Country,Region,District,City,Latitude,Longitude,Serovar,Subspecies,Antigenic.Formulas,Lab.Contact,Bio.Project.ID,Project.ID,Sample.ID,Secondary.Sample.ID,Date.Entered,Release.Date,Status,Coverage,N50.y,Length,Species,Contig.Number...200.bp.,Low.Quality.Bases,Version
SAL_NB0422AA_AS,SAL_NB0422AA_AS.result,123,102,79,73,53,30,4973359,4964510,4911946,4872590,4493911,3613343,106,524805,4967536,4809037,52.06,52.09,99623,99623,47840,51252,13,13,33,30,85,37,3572687,134,0,1,1,21 + 49 part,723956,87.842,1.005,0.2,1303.05,25.4,110841,4240131,43029,44132,15502,17365,38,36,86,79,Human,Animal,SAL_XA5948AA,SRR7093210,traces-0WJXykl;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5948AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,103,99623,4971824,Salmonella enterica;94.9%,117,35257,4.1
SAL_NB0423AA_AS,SAL_NB0423AA_AS.result,83,54,40,38,36,29,4969622,4956279,4927411,4915224,4883608,4632157,62,695365,4962192,4809037,52.11,52.09,188405,196920,90865,94361,7,6,16,15,76,23,4121687,127,0,0,4,13 + 37 part,740938,87.682,1.001,2.22,1309.85,26.11,141267,4220146,53920,56517,21660,26573,29,28,62,57,Human,Animal,SAL_XA5949AA,SRR7093216,traces-0hWFRIg;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5949AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,124,188405,4967858,Salmonella enterica;100.0%,76,13425,4.1
SAL_NB0424AA_AS,SAL_NB0424AA_AS.result,88,52,38,33,28,22,4969392,4953907,4924948,4893002,4781807,4564606,61,908025,4960294,4809037,52.11,52.09,278188,278188,108411,125741,5,5,12,11,79,22,4374225,131,1,0,0,16 + 29 part,720726,88.004,1.002,1.92,1304.14,26.23,196300,4237896,57211,57948,21887,26261,27,26,58,54,Human,Animal,SAL_XA5950AA,SRR7226936,traces-0dhFTjg;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5950AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,77,278188,4966686,Salmonella enterica;98.04%,77,9233,4.1
SAL_NB0425AA_AS,SAL_NB0425AA_AS.result,189,141,110,95,66,34,4923193,4899314,4822560,4713425,4205422,3093063,162,217071,4914647,4809037,52.21,52.09,59436,69130,32939,36521,23,22,49,46,65,42,2806682,116,1,1,3,28 + 70 part,667500,88.008,1.004,4.17,1307.18,26.18,127791,4240097,34380,34556,16182,16754,43,42,94,89,Human,Animal,SAL_XA5951AA,SRR7049815,traces-0FYiphd;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5951AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,287,59436,4920736,Salmonella enterica;97.81%,178,39514,4.1
SAL_NB0426AA_AS,SAL_NB0426AA_AS.result,94,70,61,58,41,27,4771396,4760346,4736062,4713701,4391785,3859348,78,719825,4765831,4809037,52.17,52.09,123830,123830,64738,60149,10,10,22,23,77,31,3811051,130,0,1,1,5 + 45 part,513991,88.243,1.002,4.41,1310.6,25.87,127791,4247000,48159,48159,20340,19448,33,33,68,69,Human,Animal,SAL_XA5952AA,SRR7226939,traces-0CsxksE;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5952AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,95,123830,4770246,Salmonella enterica;100.0%,89,15819,4.1
SAL_NB0427AA_AS,SAL_NB0427AA_AS.result,109,72,51,46,36,30,5162400,5146096,5094159,5058982,4895713,4680021,87,525001,5155936,4809037,51.86,52.09,214328,240840,90710,98472,8,7,18,16,79,26,4291559,121,0,0,1,27 + 41 part,929596,87.734,1.002,0.7,1298.31,26.17,129462,4224635,48159,48829,17338,26261,34,31,74,62,Human,Animal,SAL_XA5953AA,SRR7167111,traces-0vsKfgy;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5953AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,105,214328,5158782,Salmonella enterica;82.61%,94,24424,4.1
SAL_NB0428AA_AS,SAL_NB0428AA_AS.result,65,41,32,29,24,20,4906280,4895126,4880676,4857761,4756773,4600345,52,542051,4902188,4809037,52.18,52.09,271389,381678,149942,155993,6,5,12,11,80,20,4467266,128,0,0,1,16 + 29 part,663514,87.971,1.002,0,1309.04,26.47,196300,4238048,68222,68320,26576,29251,26,25,54,51,Human,Animal,SAL_XA5954AA,SRR7093219,traces-0NSBZFO;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5954AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,161,271389,4904631,Salmonella enterica;100.0%,58,9517,4.1
SAL_NB0429AA_AS,SAL_NB0429AA_AS.result,111,85,63,57,40,27,4944708,4932919,4874902,4833118,4547876,4087527,95,842614,4939668,4809037,52.14,52.09,121981,125418,65014,65854,8,7,21,19,78,28,3861197,123,0,0,2,12 + 50 part,699624,88.012,1.002,0,1302.13,25.99,127515,4237467,46233,47875,17338,18874,35,34,76,71,Human,Animal,SAL_XA5955AA,SRR7226943,traces-0BsVBbJ;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5955AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,112,121981,4942145,Salmonella enterica;95.23%,101,24166,4.1
SAL_NB0430AA_AS,SAL_NB0430AA_AS.result,69,37,29,27,26,23,5045085,5031539,5016208,5003925,4980655,4858589,47,825447,5038385,4809037,52.14,52.09,374302,374302,149877,162332,5,5,10,9,84,20,4464084,139,0,0,1,12 + 24 part,778186,88.429,1.002,0,1313.23,25.96,196296,4258752,57212,58652,24652,32087,28,26,58,52,Human,Animal,SAL_XA5956AA,SRR7406180,traces-0CofPkK;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5956AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,111,374302,5041701,Salmonella enterica;94.6%,55,13390,4.1
SAL_NB0431AA_AS,SAL_NB0431AA_AS.result,72,42,33,28,25,20,4969241,4956651,4935967,4901181,4837646,4629746,50,908025,4962294,4809037,52.11,52.09,362014,362014,150043,150043,5,5,10,10,79,20,4479667,132,0,1,1,18 + 25 part,722670,88.01,1.002,0.2,1305.68,26.11,196388,4237940,57948,58646,22491,28956,26,25,56,52,Human,Animal,SAL_XA5957AA,SRR7353024,traces-0jdVPFq;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5957AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,98,362014,4966208,Salmonella enterica;95.0%,60,10469,4.1
SAL_NB0432AA_AS,SAL_NB0432AA_AS.result,63,41,27,24,20,16,5026755,5018288,4982333,4960879,4887245,4743151,47,966278,5021967,4809037,52.11,52.09,491195,491195,270591,278985,4,4,8,7,90,15,4587487,123,0,0,2,11 + 27 part,776129,88.148,1.002,0,1303.61,26.75,131120,4244575,52917,57211,21903,31718,30,28,61,55,Human,Animal,SAL_XA5958AA,SRR7406107,traces-0MHhKCq;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5958AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,121,491195,5024006,Salmonella enterica;94.87%,52,7980,4.1
SAL_NB0433AA_AS,SAL_NB0433AA_AS.result,70,40,29,25,22,18,4951143,4936428,4906389,4877491,4837190,4694741,55,843153,4945944,4809037,52.09,52.09,358472,358472,159901,225887,5,5,9,8,83,17,4501663,128,0,0,2,13 + 28 part,699830,88.131,1.002,4.04,1310.64,26.52,196296,4238203,68111,68222,26260,29538,26,25,54,50,Human,Animal,SAL_XA5959AA,SRR7269387,traces-0DHeMSz;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5959AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,155,358472,4949789,Salmonella enterica;100.0%,65,9859,4.1
SAL_NB0434AA_AS,SAL_NB0434AA_AS.result,81,52,38,35,31,23,4939700,4928729,4892865,4876322,4800327,4500428,60,742622,4933526,4809037,52.16,52.09,260565,260565,115511,115511,6,6,13,13,79,23,4297078,123,0,0,2,6 + 38 part,688629,88.116,1.002,0,1304.03,26.5,127515,4243970,51008,52284,24652,26911,31,29,62,59,Human,Animal,SAL_XA5960AA,SRR7442139,traces-0pQTIje;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5960AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,56,257067,4936612,Salmonella enterica;100.0%,68,14235,4.1
SAL_NB0435AA_AS,SAL_NB0435AA_AS.result,48,35,30,28,24,22,4907247,4900758,4890182,4874940,4796212,4712251,42,661018,4905181,4809037,52.2,52.09,382424,382424,149895,150108,5,5,11,10,82,20,4419257,135,0,0,2,8 + 28 part,648405,88.377,1.002,2.04,1314.19,26.52,196300,4255824,58646,68300,26911,32082,26,25,54,51,Human,Animal,SAL_XA5961AA,SRR7414430,traces-0hRNhYS;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5961AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,95,382424,4906731,Salmonella enterica;100.0%,46,6767,4.1
SAL_NB0436AA_AS,SAL_NB0436AA_AS.result,83,64,51,46,36,30,4954382,4946965,4925248,4889514,4698695,4459895,66,496404,4948928,4809037,52.12,52.09,191992,191992,90780,91318,8,8,19,18,79,23,3887505,123,0,3,4,11 + 34 part,720930,87.764,1.002,0.61,1308.94,26.13,172172,4224239,51008,52909,18750,26261,32,30,66,61,Human,Animal,SAL_XA5962AA,SRR7514542,traces-0heQEsh;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5962AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,86,191992,4952414,Salmonella enterica;100.0%,75,24917,4.1
SAL_NB0437AA_AS,SAL_NB0437AA_AS.result,74,52,34,30,25,21,4951631,4941960,4894447,4870816,4784097,4623783,60,908041,4947074,4809037,52.15,52.09,270591,270591,143345,149879,5,5,11,10,80,19,4411052,122,0,0,1,11 + 34 part,701528,88.118,1.002,0,1303.79,26.38,128939,4243326,52917,57106,25633,28956,29,28,60,56,Human,Animal,SAL_XA5963AA,SRR7473052,traces-0Fgpylb;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5963AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,115,270591,4949594,Salmonella enterica;90.39%,66,13273,4.1
SAL_NB0438AA_AS,SAL_NB0438AA_AS.result,65,44,36,32,30,25,4886558,4878207,4858264,4829991,4804550,4631873,49,422016,4881149,4809037,52.16,52.09,256102,256102,149938,149938,8,8,14,14,87,25,4409139,130,0,1,1,5 + 29 part,635301,88.101,1.002,2.25,1308.51,26.34,196359,4243970,57948,58646,24653,26563,27,26,57,55,Human,Animal,SAL_XA5964AA,SRR7504700,traces-0AiSeAX;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5964AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,119,256102,4885028,Salmonella enterica;100.0%,59,32242,4.1
SAL_NB0439AA_AS,SAL_NB0439AA_AS.result,75,51,34,31,27,19,4853434,4838940,4802068,4779583,4716882,4432302,66,622325,4850301,4809037,52.14,52.09,278540,278540,150065,150065,6,6,12,12,77,20,4423068,127,0,0,1,26 + 31 part,611477,88.039,1.001,6.19,1305.41,26.83,148076,4238044,58646,58646,26911,29251,26,26,55,54,Human,Animal,SAL_XA5965AA,SRR7591589,traces-0fnnnRw;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5965AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,185,278540,4852671,Salmonella enterica;100.0%,72,24685,4.1
SAL_NB0440AA_AS,SAL_NB0440AA_AS.result,63,40,28,25,24,18,5019504,5009487,4983874,4961843,4940525,4717730,48,1000189,5014586,4809037,52.11,52.09,309140,309140,182332,223640,4,4,9,8,84,18,4609521,123,1,1,1,7 + 29 part,769447,88.129,1.002,6.96,1304.81,26.36,142352,4243297,52909,57185,24653,31718,30,29,61,56,Human,Animal,SAL_XA5966AA,SRR7601558,traces-0npLcQv;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5966AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,171,309140,5017431,Salmonella enterica;100.0%,55,13227,4.1
SAL_NB0441AA_AS,SAL_NB0441AA_AS.result,65,49,39,36,31,27,4952633,4944385,4919513,4896578,4803980,4663264,60,570665,4951136,4809037,52.16,52.09,257645,257645,102498,108405,7,7,15,14,78,22,4242698,128,0,0,3,16 + 34 part,708194,88.075,1.002,4.04,1306.61,26.77,148080,4241753,56866,57212,24652,28665,29,28,61,57,Human,Animal,SAL_XA5967AA,SRR7514546,traces-0HxxCSD;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5967AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,252,257645,4951895,Salmonella enterica;97.96%,62,29703,4.1
SAL_NB0442AA_AS,SAL_NB0442AA_AS.result,94,57,35,29,25,22,5004334,4985978,4933342,4896345,4823513,4697806,78,908041,4999059,4809037,52.15,52.09,282781,282781,135227,167357,5,5,11,10,83,20,4405257,125,0,0,1,30 + 34 part,754604,88.126,1.002,0,1304.91,26.19,128939,4243691,57071,57442,25633,31718,30,28,60,55,Human,Animal,SAL_XA5968AA,SRR7620504,traces-0zFzeSt;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5968AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,113,282781,5002555,Salmonella enterica;87.72%,87,11919,4.1
SAL_NB0443AA_AS,SAL_NB0443AA_AS.result,69,45,32,29,26,23,5019429,5008974,4978035,4959950,4905192,4783143,55,907857,5014971,4809037,52.11,52.09,281378,281378,140196,164331,5,5,11,10,80,20,4496788,123,1,2,1,8 + 34 part,771219,88.104,1.002,7.16,1303.34,26.48,128510,4242280,56866,57343,24653,31715,30,28,61,55,Human,Animal,SAL_XA5969AA,SRR7601563,traces-0WMUkoY;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5969AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,180,281378,5017377,Salmonella enterica;100.0%,61,18611,4.1
SAL_NB0444AA_AS,SAL_NB0444AA_AS.result,72,48,33,30,26,22,5020181,5009200,4971778,4952861,4879089,4732420,59,825655,5015978,4809037,52.11,52.09,282781,282781,135228,182426,5,5,11,10,80,20,4488448,124,1,2,1,8 + 34 part,771092,88.126,1.002,7.16,1303.59,26.12,128939,4243450,52909,57442,24652,30996,30,28,62,56,Human,Animal,SAL_XA5970AA,SRR7661229,traces-0bVcqnd;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5970AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,170,282781,5018658,Salmonella enterica;97.92%,66,10978,4.1
SAL_NB0445AA_AS,SAL_NB0445AA_AS.result,81,48,39,36,34,25,4772968,4758908,4734372,4714150,4683480,4370947,56,512901,4765271,4809037,51.99,52.09,274502,226413,90935,90935,7,8,16,16,72,22,4027119,124,0,0,1,6 + 32 part,575652,87.005,1.001,0,1310.68,26.72,127791,4187394,59855,59855,29780,28636,26,26,53,54,Human,Animal,SAL_XA5971AA,SRR7740867,traces-0zzPTVl;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5971AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,110,226413,4769862,Salmonella enterica;97.92%,68,64157,4.1
SAL_NB0446AA_AS,SAL_NB0446AA_AS.result,79,55,47,41,35,29,4908684,4897980,4880946,4835581,4708943,4497536,63,376789,4902856,4809037,52.18,52.09,164193,177333,96543,96543,10,9,18,18,75,27,4253428,126,0,1,1,11 + 40 part,659845,88.057,1.002,9.26,1306.47,26.57,148000,4240444,53609,57105,21866,26261,29,28,60,57,Human,Animal,SAL_XA5972AA,SRR7664529,traces-0YQzBKs;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5972AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,192,164193,4907889,Salmonella enterica;100.0%,76,29219,4.1
SAL_NB0447AA_AS,SAL_NB0447AA_AS.result,85,55,35,32,28,23,5020101,5007635,4958355,4940270,4863380,4670678,66,908033,5014334,4809037,52.07,52.09,257557,270591,135227,188835,6,5,11,10,80,20,4347236,124,0,1,2,15 + 36 part,769292,88.13,1.002,0.2,1306.71,26.33,128939,4244137,52917,57186,21903,31715,31,29,62,56,Human,Animal,SAL_XA5973AA,SRR7740878,traces-0ZNGHqx;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5973AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,124,257557,5017124,Salmonella enterica;90.74%,73,13671,4.1
SAL_NB0448AA_AS,SAL_NB0448AA_AS.result,65,39,28,25,23,20,4927536,4916445,4892452,4872103,4836379,4735703,48,929755,4921904,4809037,52.12,52.09,332547,358473,159901,225887,6,5,10,9,81,20,4478260,128,1,1,0,4 + 27 part,677265,88.076,1.002,9.98,1307.3,26.35,148206,4242610,58646,68111,26574,29538,27,26,55,52,Human,Animal,SAL_XA5974AA,SRR7703140,traces-0UxoyUv;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5974AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,254,332547,4926025,Salmonella enterica;100.0%,59,14430,4.1
SAL_NB0449AA_AS,SAL_NB0449AA_AS.result,108,77,57,49,42,26,5084211,5071331,5022095,4968921,4846317,4243496,87,849024,5077734,4809037,52.01,52.09,169501,174695,74325,83650,8,7,19,16,71,22,3666102,117,1,0,4,16 + 47 part,832093,88.125,1.002,1.87,1304.97,26.29,128510,4242776,48163,50629,18921,22713,35,32,75,65,Human,Animal,SAL_XA5975AA,SRR7758620,traces-0NcTHYH;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5975AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,132,169501,5080995,Salmonella enterica;92.11%,95,30896,4.1
SAL_NB0450AA_AS,SAL_NB0450AA_AS.result,109,92,80,72,55,39,4766583,4759076,4734477,4676247,4370077,3818799,98,277941,4762801,4809037,52.24,52.09,90231,90231,56297,56297,18,18,35,35,68,37,3336560,124,0,0,2,10 + 52 part,507910,88.217,1.003,2.1,1311.2,25.86,196296,4249690,47875,47875,20340,19560,35,35,71,73,Human,Animal,SAL_XA5976AA,SRR7767239,traces-0kSCgGt;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5976AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,115,90231,4765630,Salmonella enterica;100.0%,105,38263,4.1
SAL_NB0451AA_AS,SAL_NB0451AA_AS.result,67,39,34,30,26,23,4905375,4893354,4882137,4853752,4775056,4659580,50,542030,4900521,4809037,52.2,52.09,265498,265498,140783,149894,6,6,13,12,77,21,4324110,124,0,1,2,9 + 32 part,650098,88.259,1.001,9.26,1315.22,26.43,196296,4249233,57947,58645,26261,29251,27,26,56,53,Human,Animal,SAL_XA5977AA,SRR7688442,traces-0AhkamF;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5977AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,401,265498,4903033,Salmonella enterica;100.0%,57,12657,4.1
SAL_NB0516AA_AS,SAL_NB0516AA_AS.result,91,56,37,33,29,22,4943832,4927993,4883371,4860228,4786594,4539838,69,908040,4936005,4809037,52.16,52.09,241831,241831,149809,149809,6,6,12,12,79,22,4424257,123,1,1,2,16 + 37 part,706346,87.815,1.002,7.07,1299.03,26.24,128509,4228010,57211,57442,26252,28956,29,28,59,56,Human,Animal,SAL_XA6027AA,SRR7789781,traces-0GyCDBK;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA6027AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-21,2019-06-21,Assembled,299,241831,4941509,Salmonella enterica;94.54%,82,17968,4.1
SAL_NB0519AA_AS,SAL_NB0519AA_AS.result,104,87,74,66,49,34,4805432,4796538,4768314,4706283,4404093,3863538,98,244739,4803429,4809037,52.16,52.09,93053,93053,58662,58662,15,15,30,30,71,35,3669040,127,0,1,2,18 + 51 part,562784,87.981,1.002,2.29,1304.55,26.42,196300,4237725,44821,44821,19448,19448,34,34,71,71,Human,Animal,SAL_XA6028AA,SRR7769499,traces-0ZrjEOT;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA6028AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-21,2019-06-21,Assembled,95,93053,4804616,Salmonella enterica;100.0%,101,23431,4.1
SAL_NB0520AA_AS,SAL_NB0520AA_AS.result,63,38,32,29,26,22,4910360,4899291,4883388,4860053,4804587,4663103,48,661077,4905221,4809037,52.2,52.09,271390,271390,149894,149894,6,6,12,12,79,20,4382464,134,1,0,1,7 + 30 part,647524,88.398,1.002,4.08,1315.99,26.77,128513,4256901,57947,58646,26911,30708,28,27,56,54,Human,Animal,SAL_XA6029AA,SRR7958670,traces-0lJlpjj;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA6029AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-21,2019-06-21,Assembled,153,271390,4908930,Salmonella enterica;100.0%,57,7568,4.1
SAL_NB0521AA_AS,SAL_NB0521AA_AS.result,56,35,31,29,25,23,4775628,4766534,4757634,4741978,4671419,4587902,42,744665,4770779,4809037,52.19,52.09,275792,209530,149904,149904,5,6,12,12,79,21,4378282,130,0,0,1,6 + 28 part,515443,88.35,1.002,6.29,1312.44,26.36,196296,4251961,62811,62811,32082,32082,25,25,51,51,Human,Animal,SAL_XA6030AA,SRR7821024,traces-0RLFmns;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA6030AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-21,2019-06-21,Assembled,180,275792,4774441,Salmonella enterica;100.0%,51,15461,4.1
SAL_NB0522AA_AS,SAL_NB0522AA_AS.result,68,41,35,32,31,23,4776555,4763764,4752560,4735677,4720542,4427535,51,720198,4770131,4809037,52.19,52.09,210040,210040,149899,149899,8,8,15,15,76,23,4340489,130,0,0,2,2 + 30 part,512898,88.332,1.002,0,1314.05,26.2,148179,4255676,61666,61666,26911,26575,26,26,53,54,Human,Animal,SAL_XA6031AA,SRR7821028,traces-0dFuJLp;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA6031AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-21,2019-06-21,Assembled,163,210040,4775480,Salmonella enterica;100.0%,64,15566,4.1
SAL_NB0523AA_AS,SAL_NB0523AA_AS.result,87,42,35,31,28,21,4927543,4906446,4891917,4864040,4798054,4535609,59,825639,4917991,4809037,52.14,52.09,282800,282800,125770,125770,5,5,11,11,79,22,4432828,132,1,0,0,13 + 27 part,679297,87.982,1.002,3.97,1302.6,26.16,148069,4236613,57211,57948,22491,26261,27,26,57,54,Human,Animal,SAL_XA6032AA,SRR7958659,traces-0fuGxct;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA6032AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-21,2019-06-21,Assembled,198,282800,4924647,Salmonella enterica;97.56%,75,9545,4.1
SAL_NB0524AA_AS,SAL_NB0524AA_AS.result,65,37,27,24,22,17,4966134,4954759,4930450,4910095,4874371,4710895,45,929748,4959518,4809037,52.11,52.09,356481,356481,222772,225887,5,5,9,8,82,18,4590692,127,1,1,0,4 + 26 part,716188,88.069,1.002,6.15,1307.43,26.37,196283,4241660,58646,64270,26252,29538,27,26,57,53,Human,Animal,SAL_XA6033AA,SRR8054189,traces-0frMIvX;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA6033AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-21,2019-06-21,Assembled,243,356481,4964505,Salmonella enterica;100.0%,58,9345,4.1
SAL_NB0525AA_AS,SAL_NB0525AA_AS.result,83,53,36,34,31,22,4947385,4935273,4891526,4879452,4824694,4489213,65,905711,4942468,4809037,52.16,52.09,266123,266123,175031,192562,7,7,13,12,79,22,4402407,125,2,1,1,12 + 36 part,700183,88.065,1.002,11.09,1302.53,26.16,142352,4239644,51937,52909,24653,26911,30,29,62,58,Human,Animal,SAL_XA6034AA,SRR8076018,traces-0YtrWwk;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA6034AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-21,2019-06-21,Assembled,177,266123,4944492,Salmonella enterica;98.11%,70,15899,4.1
